title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__completed,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__level_id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__mode,shipping__tags,shipping__logistic_type,days_remaining,years_active
Apple iPhone 11 128 Gb - Solo Caba&gba - Leer Descripcion,139999.0,1,0,gold_special,861897-MLA46114990467_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,37,231953076,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4,2,0.0,1.0,0.0,2,0.0,0,365 days,0.0,0,365 days,365 days,2,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 139999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T14:14:35Z'}]",[],12,19853.02,70.17,True,me2,['mandatory_free_shipping'],drop_off,7295,4
"iPhone 11 Pro Max 64 Gb , Garantía Oficial Leer Descripción",234000.0,1,0,gold_special,896155-MLA43743922528_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,38,404342712,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '74778e94-1a72-46ce-82bf-4c4f25b68cc9', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 234000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-15T14:36:42Z'}]",[],12,33183.15,70.17,True,me2,['mandatory_free_shipping'],drop_off,7008,2
iPhone 11 64 Gb Negro 4 Gb Ram Nuevo Sellado Garantia Oficia,164000.0,1,0,gold_special,881395-MLA42709235386_072020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,39,246595625,"['normal', 'user_info_verified', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",3,1,0.0,0.0,1.0,2,0.0,0,365 days,0.0,0,365 days,365 days,2,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 164000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-03T19:26:35Z'}]",[],12,23256.57,70.17,True,me2,['mandatory_free_shipping'],drop_off,6920,4
iPhone 11 Pro Max 64gb,315000.0,1,0,gold_pro,620546-MLA32445355354_102019,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,40,171179229,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,0,0.0,1.0,0.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 315000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-22T11:55:25Z'}]",[],9,35000.0,0.0,True,me2,['mandatory_free_shipping'],drop_off,7291,6
Celular iPhone 11 Nuevo,196000.0,1,0,gold_special,892123-MLA43653876824_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,41,48101550,"['normal', 'user_info_verified', 'credits_priority_3', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4,1,0.0,1.0,0.0,3,0.0,0,365 days,0.0,0,365 days,365 days,3,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 196000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-04-09T16:38:24Z'}]",[],12,27794.43,70.17,True,me2,['mandatory_free_shipping'],drop_off,7187,13
iPhone 11 Pro Max,253200.0,1,0,gold_special,645254-MLA32646972200_102019,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,42,68427343,"['normal', 'user_info_verified', 'credits_active_borrower', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '298886b9-3d30-4607-ae64-79e5058003f2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 253200, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-11-06T01:39:35Z'}]",[],12,35905.87,70.17,True,me2,['mandatory_free_shipping'],drop_off,7032,9
"iPhone 11 128gb Negro, Rojo, Blanco En Caja Sellada",250000.0,1,0,gold_pro,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,43,398470980,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 250000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-01-29T22:21:54Z'}]",[],9,27777.78,0.0,True,me2,['mandatory_free_shipping'],drop_off,7117,2
iPhone 11 Pro Max 256 Gb Gris Espacial,276000.0,1,0,gold_special,639283-MLA32646972173_102019,"['loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,44,79049297,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",2245,190,0.0,1.0,0.0,2055,0.0,2,60 days,0.0,0,60 days,60 days,469,0.0,0,60 days,5_green,"[{'id': '4', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 276000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-30T17:15:36Z'}]",[],12,39139.1,70.17,False,not_specified,['me2_available'],not_specified,7170,16
Apple iPhone 11 128 Gb Negro De 4gb Ram Liberado Nuevo,370999.0,1,0,gold_pro,738648-MLA43654417399_102020,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment']",False,45,703864310,"['normal', 'user_info_verified', 'messages_as_seller']",22,2,0.0,1.0,0.0,20,0.0,0,365 days,0.0588,1,365 days,365 days,20,0.0,0,365 days,4_light_green,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 370999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-04-23T16:44:37Z'}]",[],9,41222.11,0.0,True,me2,['mandatory_free_shipping'],xd_drop_off,7182,0
Apple iPhone 11 (64 Gb) - Verde,145000.0,1,0,gold_special,719992-MLA46115014351_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,46,561806142,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,1,0.0,0.0,1.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 145000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-06T03:46:12Z'}]",[],12,20562.21,70.17,True,me2,['mandatory_free_shipping'],drop_off,7244,1
Telefono Celular Apple iPhone 11 A2111 64gb 4gb Rojo,185190.0,1,0,gold_special,960745-MLA46114990453_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,47,309043876,"['normal', 'user_info_verified', 'mshops', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",571,63,0.03,0.92,0.05,508,0.052,5,60 days,0.2222,18,60 days,60 days,78,0.0312,3,60 days,2_orange,"[{'id': '10', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 185190, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T15:38:13Z'}]",[],12,26261.49,70.17,True,me2,['mandatory_free_shipping'],xd_drop_off,7263,3
iPhone 11 64 Gb Blanco,150000.0,1,0,gold_special,641268-MLA43654417348_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,48,385685714,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",6,6,0.0,1.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 150000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-01T20:26:40Z'}]",[],12,21271.25,70.17,True,me2,['mandatory_free_shipping'],drop_off,7148,2
iPhone 11 64 Gb ,147000.0,1,0,gold_special,916062-MLA43654417337_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,49,150121867,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 147000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-13T18:06:43Z'}]",[],12,20845.83,70.17,True,me2,['mandatory_free_shipping'],drop_off,7132,7
iPhone 11,170000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,50,145271028,"['normal', 'user_info_verified', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-13T12:05:13Z'}]",[],12,24107.42,70.17,True,me2,['mandatory_free_shipping'],drop_off,7282,7
Apple iPhone 11 (64 Gb) Blanco Nuevo,199999.0,1,0,gold_pro,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,1,794050861,"['normal', 'user_info_verified', 'messages_as_seller']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 199999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-20T15:12:27Z'}]",[],9,22222.11,0.0,True,me2,['mandatory_free_shipping'],drop_off,7289,0
iPhone 11 256 Gb ,232000.0,1,0,gold_special,897706-MLA42992758195_082020,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,2,92831712,"['normal', 'user_info_verified', 'credits_priority_3', 'credits_profile', 'mshops', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': 'a38984ae-01db-4b6b-9ae5-80c2a8de5f64', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 232000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-08T00:43:10Z'}]",[],12,32899.53,70.17,True,me2,['mandatory_free_shipping'],drop_off,6937,15
iPhone 11,159000.0,1,0,gold_special,916062-MLA43654417337_102020,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,3,230800908,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '753f0db9-26ea-4f20-8284-f65d6db93f1f', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 159000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-11-11T17:07:42Z'}]",[],12,22547.53,70.17,True,me2,['mandatory_free_shipping'],drop_off,7038,4
iPhone 11 64gb,176400.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,4,273510354,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,0,0.0,0.0,1.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 176400, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-12T16:01:29Z'}]",[],12,25014.99,70.17,True,me2,['mandatory_free_shipping'],drop_off,7281,3
iPhone 11 64 Gb,165000.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,5,131308793,"['normal', 'user_info_verified', 'credits_active_borrower', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,1.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-15T21:36:13Z'}]",[],12,23398.38,70.17,True,me2,['mandatory_free_shipping'],drop_off,7284,8
iPhone 11,170000.0,1,0,gold_special,739246-MLA43654396781_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,6,417657918,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-05-05T21:23:59Z'}]",[],12,24107.42,70.17,True,me2,['mandatory_free_shipping'],drop_off,7213,2
iPhone 11 128 Gb Negro,169000.0,1,0,gold_special,738648-MLA43654417399_102020,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,7,52846817,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,60 months,0.0,0,60 months,60 months,0,0.0,0,60 months,,"[{'id': '3', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 169000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-02-12T22:48:37Z'}]",[],12,23965.61,70.17,True,me2,['mandatory_free_shipping'],drop_off,7132,12
iPhone 11 128 Gb White Incluye Cargador Usb-c,176000.0,1,0,gold_special,796892-MLA46114829828_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,8,69242846,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",1,1,0.45,0.55,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,1,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 176000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-27T01:41:11Z'}]",[],12,24958.27,70.17,True,me2,['mandatory_free_shipping'],drop_off,7295,9
iPhone 11 Black En Caja Sellada,179000.0,1,0,gold_special,738648-MLA43654417399_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,9,85465572,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",3,0,0.0,1.0,0.0,3,0.0,0,60 months,0.0,0,60 months,60 months,3,0.0,0,60 months,,"[{'id': '2', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 179000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-03-22T21:07:18Z'}]",[],12,25383.69,70.17,True,me2,['mandatory_free_shipping'],drop_off,7169,11
Apple iPhone 11 64gb Blanco Gtia Of. Solo Caba Y Gba,139990.0,1,0,gold_special,933939-MLA46114829763_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,10,206840926,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",0,0,0.0,0.0,0.0,0,0.0,0,365 days,0.0,0,365 days,365 days,0,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 139990, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-29T23:27:56Z'}]",[],12,19851.75,70.17,True,me2,['mandatory_free_shipping'],drop_off,7298,5
iPhone 11 256gb Color Negro,240000.0,1,0,gold_pro,892123-MLA43653876824_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,11,389246485,"['normal', 'user_info_verified', 'messages_as_seller']",1,0,0.0,1.0,0.0,1,0.0,0,365 days,0.0,0,365 days,365 days,1,0.0,0,365 days,,"[{'id': '3d9b1ef8-ab76-423a-87d3-b3fd59b9de44', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 240000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2020-10-29T19:54:18Z'}]",[],9,26666.67,0.0,True,me2,['mandatory_free_shipping'],drop_off,7025,2
Apple iPhone 11 64gb - Solo Caba&gba - Leer Descripcion,129999.0,1,0,gold_special,612826-MLA46114829750_052021,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,12,231953076,"['normal', 'user_info_verified', 'credits_priority_4', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",4,2,0.0,1.0,0.0,2,0.0,0,365 days,0.0,0,365 days,365 days,2,0.0,0,365 days,,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 129999, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-07-26T14:16:53Z'}]",[],12,18434.94,70.17,True,me2,['mandatory_free_shipping'],drop_off,7295,4
Apple iPhone 11 (256 Gb) - (black & White). Nuevo En Caja,187000.0,1,0,gold_special,606410-MLA46115014454_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,13,274912277,"['normal', 'user_info_verified', 'credits_profile', 'messages_as_seller', 'messages_as_buyer']",11,1,0.0,1.0,0.0,10,0.0,0,365 days,0.3,3,365 days,365 days,10,0.0,1,365 days,2_orange,"[{'id': '1', 'type': 'standard', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 187000, 'regular_amount': None, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'metadata': {}, 'last_updated': '2021-06-27T19:20:27Z'}]",[],12,26518.16,70.17,True,me2,['mandatory_free_shipping'],drop_off,7266,1
