idpozo,sigla,formprod,coordenadax,coordenaday
3222,PCR.LP.EM-2098,QTUC,-67.77207,-38.00338
3224,PCR.LP.EM-2098,CHYO,-67.77207,-38.00338
3225,PCR.LP.EM.a-2104,QTUC,-67.72812,-37.96493
3226,PCR.LP.EM.a-2104,SBLA,-67.72812,-37.96493
3228,PCR.LP.EM.a-2106,SBLA,-67.49439,-38.09866
3229,PCR.LP.EM.a-2107,SBLA,-67.45415,-38.1148
3230,PCR.LP.EM-2099,CHYO,-67.76306,-38.0034
3231,PCR.LP.EM.a-2105,FIMP,-67.55444,-38.07103
3233,PCR.LP.EM-2093,QTUC,-67.77835,-38.0021
3234,PCR.LP.EM-2093,CHYO,-67.77835,-38.0021
3235,PCR.LP.EM-2099,QTUC,-67.76306,-38.0034
3237,PPC.Nq.BoMo.x-1,QTUC,-68.29469,-38.14396
3238,PCR.LP.EM-2102,QTUC,-67.7613,-38.00645
3239,PCR.LP.EM-2102,CHYO,-67.7613,-38.00645
3240,PPC.Nq.BoMo-2,QTUC,-68.27921,-38.14791
3241,PPC.Nq.BoMo-3,QTUC,-68.28313,-38.14447
3242,PPC.Nq.BoMo-4,QTUC,-68.27634,-38.15187
3243,PPC.Nq.BoMo-5,TORD,-68.28876,-38.14521
3244,PPC.Nq.BoMo-6,TORD,-68.28662,-38.14103
3245,PPC.Nq.BoMo-7,TORD,-68.28495,-38.14888
3246,PPC.Nq.BoMo-8,TORD,-68.27355,-38.15579
3247,PPC.Nq.BoMo-9,TORD,-68.29018,-38.13751
3248,PEL.Nq.BoMo-10,TORD,-68.28031,-38.15044
3249,PEL.Nq.BoMo-11,TORD,-68.27985,-38.14535
3250,PEL.Nq.BoMo-12,TORD,-68.27584,-38.14947
3251,PEL.Nq.BoMo.a-13,TORD,-68.26289,-38.12237
3252,PEL.Nq.BoMo-14,TORD,-68.28364,-38.14181
3253,SHELL.RN.CB.x-1,QTUC,-68.08049,-38.21401
3254,PPC.RN.CB.x-1,PROS,-68.08049,-38.21401
3255,PPC.RN.CB-1,QTUC,-68.08296,-38.21772
3256,PPC.RN.CB-1S,CENT,-68.14303,-38.21031
3257,SHELL.RN.CB-2,TORD,-68.11813,-38.18926
3258,PPC.RN.CB-2,QTUC,-68.09576,-38.20791
3259,PPC.RN.CB-2S,CENT,-68.13944,-38.22601
3260,YPF.RN.CB.x-3,QTUC,-68.12935,-38.15799
3261,YPF.RN.CB.x-3,PROS,-68.12935,-38.15799
3262,PPC.RN.CB-3,QTUC,-68.09584,-38.21963
3263,PPC.RN.CB-4,PROS,-68.08734,-38.21407
3264,PPC.RN.CB-4,QTUC,-68.08876,-38.22903
3265,PPC.RN.CB-5,TORD,-68.08401,-38.20937
3266,PPC.RN.CB-5,QTUC,-68.08401,-38.20937
3267,PPC.RN.CB-6,PROS,-68.08386,-38.21872
3268,PPC.RN.CB-7,TORD,-68.07388,-38.21361
3269,PCR.LP.EM-2057,FIMP,-67.72737,-37.98763
3270,PPC.RN.CB-8,PROS,-68.09083,-38.20941
3271,PPC.RN.CB-9,PROS,-68.07724,-38.21867
3272,PPC.RN.CB-10,TORD,-68.09419,-38.21412
3273,PPC.RN.CB-11,TORD,-68.10104,-38.21426
3274,PPC.RN.CB-12,PROS,-68.09105,-38.21878
3275,PPC.RN.CB-13,TORD,-68.08038,-38.22347
3276,PPC.RN.CB-14,TORD,-68.09768,-38.20937
3277,PPC.RN.CB-15,TORD,-68.09791,-38.21874
3278,PPC.RN.CB-16,TORD,-68.12171,-38.19568
3279,PPC.RN.CB-17,QTUC,-68.10105,-38.20481
3280,PPC.RN.CB-18,TORD,-68.08711,-38.22343
3281,PPC.RN.CB-19,TORD,-68.10812,-38.19558
3282,PPC.RN.CB-19B,TORD,-68.10927,-38.19532
3283,PPC.RN.CB-20,TORD,-68.12878,-38.18618
3284,PPC.RN.CB-21,TORD,-68.07352,-38.22351
3285,PPC.RN.CB-21,QTUC,-68.07352,-38.22351
3286,PPC.RN.CB-22,TORD,-68.11149,-38.19083
3287,PPC.RN.CB-22,QTUC,-68.11149,-38.19083
3288,PPC.RN.CB-23,QTUC,-68.07015,-38.22825
3289,PPC.RN.CB-24,TORD,-68.12531,-38.19093
3290,PPC.RN.CB-25,TORD,-68.09431,-38.20475
3291,PPC.RN.CB-28,TORD,-68.11532,-38.19554
3292,PPC.RN.CB-29,TORD,-68.12541,-38.18147
3293,PPC.RN.CB-30,QTUC,-68.10568,-38.18087
3294,PPC.RN.CB-26,TORD,-68.11475,-38.18572
3295,PPC.RN.CB-30,PROS,-68.10568,-38.18087
3296,PPC.RN.CB-26,QTUC,-68.11475,-38.18572
3297,PPC.RN.CB-31,TORD,-68.11823,-38.20034
3298,PCR.LP.EM-2048,QTUC,-67.73502,-37.98284
3299,PPC.RN.CB-32,QTUC,-68.09082,-38.22815
3300,PPC.RN.CB-27,TORD,-68.10476,-38.20015
3301,PPC.RN.CB-74,TORD,-68.11879,-38.16287
3302,PPC.RN.CB-33,TORD,-68.11207,-38.19948
3303,PCR.LP.EM-2024,QTUC,-67.75396,-38.0108
3304,PPC.RN.CB-75,TORD,-68.10081,-38.23291
3305,PPC.RN.CB-33a,TORD,-68.11148,-38.20023
3306,PPC.RN.CB-76,TORD,-68.13247,-38.16294
3307,PPC.RN.CB-77,TORD,-68.13215,-38.19089
3308,PPC.RN.CB-34,TORD,-68.09454,-38.22341
3309,PPC.RN.CB-78,TORD,-68.09118,-38.19067
3310,PPC.RN.CB-35,TORD,-68.08374,-38.22809
3311,PPC.RN.CB-79,TORD,-68.12563,-38.15355
3312,PPC.RN.CB-36,TORD,-68.07689,-38.22804
3313,PPC.RN.CB-80,TORD,-68.13226,-38.18152
3314,PPC.RN.CB-81,TORD,-68.06307,-38.23731
3315,PPC.RN.CB-37,TORD,-68.10431,-38.20961
3316,PPC.RN.CB-82,TORD,-68.09802,-38.18136
3317,PPC.RN.CB-38,QTUC,-68.09385,-38.23303
3318,PPC.RN.CB-83,TORD,-68.11069,-38.24704
3319,PPC.RN.CB-84,TORD,-68.06992,-38.23726
3320,PPC.RN.CB-85,TORD,-68.04936,-38.23719
3321,PPC.RN.CB-86,TORD,-68.06956,-38.26546
3322,PPC.RN.CB-39,TORD,-68.10801,-38.20486
3323,PPC.RN.CB-87,TORD,-68.10476,-38.19078
3324,PPC.RN.CB-40,QTUC,-68.09443,-38.19538
3325,PPC.RN.CB-87,PROS,-68.10476,-38.19078
3326,YPF.LP.EM-915,QTUC,-67.78286,-38.04036
3327,PPC.RN.CB-41,TORD,-68.12205,-38.17685
3328,PPC.RN.CB-42,TORD,-68.11857,-38.18161
3329,PCR.LP.EM-2033,QTUC,-67.73334,-38.02189
3330,PPC.RN.CB-43,PROS,-68.09465,-38.18605
3331,PPC.RN.CB-44,TORD,-68.12193,-38.18613
3332,PPC.RN.CB-44,QTUC,-68.12193,-38.18613
3333,PPC.RN.CB-45,TORD,-68.09791,-38.20018
3334,PPC.RN.CB-88,TORD,-68.10824,-38.18612
3335,PPC.RN.CB-46,QTUC,-68.11172,-38.18155
3336,PPC.RN.CB-89,TORD,-68.13563,-38.18623
3337,PPC.RN.CB-90,TORD,-68.08061,-38.20464
3338,PPC.RN.CB-47,TORD,-68.09791,-38.19072
3339,PPC.RN.CB-91,TORD,-68.05958,-38.24195
3340,PPC.RN.CB-48,TORD,-68.10812,-38.17702
3341,PPC.RN.CB-92,TORD,-68.09048,-38.23751
3342,PPC.RN.CB-93,TORD,-68.11521,-38.17689
3343,PPC.RN.CB-49,TORD,-68.10151,-38.18615
3344,PPC.RN.CB-94,TORD,-68.10431,-38.22825
3345,PPC.RN.CB-95,TORD,-68.11239,-38.19211
3346,PPC.RN.CB-50,TORD,-68.10104,-38.22381
3347,PPC.RN.CB-51,QTUC,-68.09094,-38.20004
3348,PCR.LP.EM.x-2016,FIMP,-67.72745,-38.06521
3349,PPC.RN.CB-52,TORD,-68.06644,-38.23246
3350,PPC.RN.CB-53,PROS,-68.10173,-38.17671
3352,PPC.RN.CB-54,QTUC,-68.06318,-38.22829
3353,PPC.RN.CB-96,TORD,-68.14291,-38.14899
3354,PCR.LP.EM-2046,FIMP,-67.55248,-38.05661
3355,PPC.RN.CB-54G,QTUC,-68.06318,-38.22829
3356,PPC.RN.CB-55,TORD,-68.09744,-38.22838
3357,PPC.RN.CB-56,TORD,-68.10128,-38.19543
3358,PPC.RN.CB-56,PROS,-68.10128,-38.19543
3359,PPC.RN.CB-57,TORD,-68.06656,-38.22309
3360,PPC.RN.CB-57,PROS,-68.06656,-38.22309
3361,PPC.RN.CB-58,TORD,-68.11161,-38.17227
3362,PCR.LP.EM-2062,FIMP,-67.57337,-38.05244
3363,PPC.RN.CB-59,TORD,-68.05959,-38.23231
3364,PPC.RN.CB-59,QTUC,-68.05959,-38.23231
3368,PPC.RN.CB-97,TORD,-68.13944,-38.15365
3369,PPC.RN.CB-98,TORD,-68.14281,-38.15836
3370,PPC.RN.CB-99,TORD,-68.06331,-38.21847
3371,PPC.RN.CB-100,TORD,-68.10441,-38.21888
3372,PPC.RN.CB-101,TORD,-68.13911,-38.18166
3373,PPC.RN.CB-102,TORD,-68.10511,-38.17186
3374,PPC.RN.CB-103,TORD,-68.08758,-38.19524
3375,PPC.RN.CB-104,TORD,-68.09733,-38.23757
3376,PCR.LP.EM.a-2054,FIMP,-67.50488,-37.96048
3377,PPC.RN.CB-105,TORD,-68.07713,-38.20931
3378,PPC.RN.CB-106,TORD,-68.05982,-38.22313
3379,PCR.LP.EM.a-2055,FIMP,-67.57319,-37.99306
3380,PPC.RN.CB-106,QTUC,-68.05982,-38.22313
3381,PPC.RN.CB-107,TORD,-68.04678,-38.23365
3382,PCR.LP.EM.x-2028,FIMP,-67.60354,-37.94245
3383,PPC.RN.CB-108,TORD,-68.13574,-38.17678
3384,PPC.RN.CB-109,TORD,-68.10372,-38.23806
3385,PCR.LP.EM.x-2027,FIMP,-67.46341,-38.11758
3386,PPC.RN.CB-110,TORD,-68.12867,-38.19555
3387,PPC.RN.CB-111,PROS,-68.07083,-38.21979
3388,PPC.RN.CB-112,PROS,-68.08568,-38.21001
3389,PPC.RN.CB-113,TORD,-68.14293,-38.17728
3390,PPC.RN.CB-114,TORD,-68.05296,-38.24199
3391,PPC.RN.CB-115,TORD,-68.12901,-38.17682
3392,PPC.RN.CB-116,TORD,-68.11868,-38.17223
3393,PPC.RN.CB-117,TORD,-68.10766,-38.23296
3394,PPC.RN.CB-118,TORD,-68.10778,-38.22359
3395,PPC.RN.CB-119,TORD,-68.13911,-38.17212
3396,PPC.RN.CB-120,TORD,-68.07677,-38.23741
3397,PPC.RN.CB-60,TORD,-68.11542,-38.15816
3398,PPC.RN.CB-121,TORD,-68.10755,-38.21413
3399,PPC.RN.CB-122,PROS,-68.06083,-38.22476
3400,PPC.RN.CB-123,TORD,-68.08363,-38.23746
3401,PPC.RN.CB-61,TORD,-68.05262,-38.23235
3402,PPC.RN.CB-124,TORD,-68.07282,-38.22485
3403,PPC.RN.CB.xp-62,TORD,-68.12227,-38.15821
3404,PPC.RN.CB-125,TORD,-68.12356,-38.18381
3405,PPC.RN.CB-63,TORD,-68.08014,-38.23275
3406,PPC.RN.CB-126,TORD,-68.11334,-38.19805
3407,PPC.RN.CB-64,TORD,-68.13516,-38.14911
3408,PPC.RN.CB-127,TORD,-68.07342,-38.22242
3409,PPC.RN.CB-65,TORD,-68.08699,-38.23334
3410,PPC.RN.CB-66,TORD,-68.12564,-38.16283
3411,PPC.RN.CB-67,TORD,-68.05622,-38.22778
3412,PPC.RN.CB-128,TORD,-68.09302,-38.22591
3413,PPC.RN.CB-129,TORD,-68.09786,-38.20424
3414,PPC.RN.CB-68,TORD,-68.07329,-38.23261
3415,PPC.RN.CB-130,TORD,-68.10829,-38.20044
3416,PPC.RN.CB-69,TORD,-68.13248,-38.15361
3417,PPC.RN.CB-131,TORD,-68.09321,-38.22087
3418,PPC.RN.CB-132,QTUC,-68.10388,-38.17888
3419,PPC.RN.CB-69,QTUC,-68.13248,-38.15361
3420,PPC.RN.CB-133,TORD,-68.06065,-38.22962
3421,PPC.RN.CB-70,TORD,-68.08746,-38.20471
3422,PPC.RN.CB-134,TORD,-68.07612,-38.21695
3423,PPC.RN.CB-71,TORD,-68.04937,-38.22764
3424,PPC.RN.CB-135,TORD,-68.08206,-38.22583
3425,PPC.RN.CB-72,TORD,-68.13596,-38.15831
3426,PPC.RN.CB-136,TORD,-68.10273,-38.20725
3427,PPC.RN.CB-73,TORD,-68.05622,-38.23724
3428,PPC.RN.CB-176,TORD,-68.12227,-38.14884
3429,PPC.RN.CB-177,TORD,-68.06295,-38.24666
3430,PPC.RN.CB-178,TORD,-68.09815,-38.17154
3431,PPC.RN.CB-179,TORD,-68.11531,-38.14897
3432,PPC.RN.CB-180,TORD,-68.13247,-38.14451
3433,PPC.RN.CB-181,TORD,-68.07329,-38.24197
3434,PPC.RN.CB-182,TORD,-68.09129,-38.17221
3435,PPC.RN.CB-183,TORD,-68.11115,-38.20965
3436,PPC.RN.CB-137,QTUC,-68.10273,-38.22608
3437,PPC.RN.CB-184,TORD,-68.11855,-38.14494
3438,PPC.RN.CB-138,QTUC,-68.08914,-38.20759
3439,PPC.RN.CB-185,TORD,-68.10846,-38.15828
3440,PPC.RN.CB-139,TORD,-68.11306,-38.20255
3441,PPC.RN.CB-186,TORD,-68.09454,-38.16746
3442,PPC.RN.CB-187,TORD,-68.06654,-38.24237
3443,PPC.RN.CB-188,TORD,-68.10533,-38.15339
3444,PPC.RN.CB-189,TORD,-68.10858,-38.16738
3445,PCR.Md.S.a-152,HUIT,-69.52584,-35.0177
3446,PPC.RN.CB-190,TORD,-68.11711,-38.15159
3447,PCR.Md.S-137,HUIT,-69.51386,-34.96616
3448,PPC.RN.CB-191,TORD,-68.09994,-38.17434
3449,PPC.RN.CB-140,TORD,-68.14146,-38.18529
3450,PCR.Md.S-145,HUIT,-69.52033,-34.96901
3451,PPC.RN.CB-192,TORD,-68.11183,-38.16299
3452,PPC.RN.CB-141,TORD,-68.13242,-38.15819
3453,PPC.RN.CB-142,TORD,-68.09251,-38.21176
3454,PPC.RN.CB-193,TORD,-68.08014,-38.24212
3455,PPC.RN.CB-143,TORD,-68.07697,-38.22218
3456,PPC.RN.CB-194,TORD,-68.08838,-38.18588
3457,PPC.RN.CB-144,QTUC,-68.09751,-38.21468
3458,PPC.RN.CB-195,TORD,-68.12652,-38.14653
3459,PPC.RN.CB-145,TORD,-68.10875,-38.19081
3460,PPC.RN.CB-145,QTUC,-68.10875,-38.19081
3461,PPC.RN.CB-196,TORD,-68.08411,-38.19999
3462,PPC.RN.CB-146,TORD,-68.06498,-38.24001
3463,PCR.Md.S-149,HUIT,-69.50838,-34.96839
3464,PPC.RN.CB-197,TORD,-68.10498,-38.16294
3465,PPC.RN.CB-147,TORD,-68.06662,-38.22733
3466,PPC.RN.CB-198,TORD,-68.11341,-38.15598
3467,PPC.RN.CB-199,TORD,-68.11341,-38.15598
3468,PPC.RN.CB-147,QTUC,-68.06662,-38.22733
3469,PPC.RN.CB-200,TORD,-68.06104,-38.24441
3470,PPC.RN.CB-148,TORD,-68.08104,-38.20708
3471,PPC.RN.CB-201,TORD,-68.05745,-38.24815
3472,PPC.RN.CB-149,TORD,-68.09321,-38.19285
3473,PPC.RN.CB-150,TORD,-68.10256,-38.20247
3474,PPC.RN.CB-202,TORD,-68.09286,-38.17429
3475,PPC.RN.CB-151,TORD,-68.11878,-38.15441
3476,PPC.RN.CB-203,TORD,-68.11397,-38.14643
3477,PPC.RN.CB-152,TORD,-68.09751,-38.22333
3478,PPC.RN.CB-204,TORD,-68.12012,-38.14721
3479,PPC.RN.CB-153,TORD,-68.09279,-38.21663
3480,PPC.RN.CB-154,TORD,-68.14333,-38.15251
3481,PPC.RN.CB-155,TORD,-68.08741,-38.22749
3482,PPC.RN.CB-205,TORD,-68.11211,-38.15984
3483,PPC.RN.CB-206,TORD,-68.04502,-38.23715
3484,PPC.RN.CB-207,TORD,-68.08217,-38.23484
3485,PPC.RN.CB-208,TORD,-68.05065,-38.23458
3486,PPC.RN.CB-209,TORD,-68.09246,-38.17888
3487,PPC.RN.CB-210,TORD,-68.05901,-38.25105
3488,PPC.RN.CB-211,TORD,-68.12216,-38.167658
3489,PPC.RN.CB-212,TORD,-68.08411,-38.19062
3490,PPC.RN.CB-213,TORD,-68.11069,-38.21884
3491,PPC.RN.CB-214,TORD,-68.09373,-38.24213
3492,PPC.RN.CB-215,TORD,-68.08234,-38.23061
3493,PPC.RN.CB-216,TORD,-68.07666,-38.23213
3494,PPC.RN.CB-217,TORD,-68.10199,-38.21157
3495,PCR.Md.S-150,HUIT,-69.51044,-34.97315
3497,PCR.Md.S-123,HUIT,-69.49823,-34.96871
3498,PCR.Md.S-126,HUIT,-69.50468,-34.97474
3500,PCR.Md.S-129,HUIT,-69.49796,-34.97498
3501,PCR.Md.S-111,HUIT,-69.49125,-34.97601
3502,YPF.Md.S.a-23,HUIT,-69.48568,-34.97817
3503,PCR.Md.S-136,PIRC,-69.45038,-34.97583
3504,PCR.Md.S-147,HUIT,-69.50693,-34.97844
3505,PCR.Md.S-127,HUIT,-69.49498,-34.97877
3510,PCR.Md.S-139,HUIT,-69.49989,-34.9792
3511,PCR.Md.S-124,HUIT,-69.49035,-34.98045
3512,PCR.Md.S-130,GNEU,-69.48592,-34.98213
3513,PCR.Md.S-135,HUIT,-69.49453,-34.98301
3514,PCR.Md.S-140,HUIT,-69.49945,-34.98337
3515,PPC.RN.CB-218,TORD,-68.10233,-38.22076
3516,PPC.RN.CB-219,TORD,-68.09222,-38.23554
3517,PPC.RN.CB-220,TORD,-68.12232,-38.15424
3518,PPC.RN.CB-221,TORD,-68.07087,-38.23475
3519,PCR.Md.S-141,HUIT,-69.4965,-34.98686
3520,PCR.Md.S-148,HUIT,-69.48856,-34.99167
3522,YPF.Md.N.S.a-16,HUIT,-69.48565,-35.00953
3523,YPF.Md.N.S.a-10,HUIT,-69.46649,-35.02831
3524,PCR.Md.S-144,HUIT,-69.47597,-35.029
3525,PCR.Md.S-134,GNEU,-69.41896,-35.02944
3526,PCR.Md.S-118,GNEU,-69.42156,-35.03179
3527,PCR.Md.S-125,GNEU,-69.41773,-35.03244
3528,PCR.Md.S-113,GNEU,-69.42025,-35.03461
3530,PCR.Md.S-115,GNEU,-69.41457,-35.03435
3531,PCR.Md.S-112,GNEU,-69.41187,-35.03671
3532,PPC.RN.CB-222,TORD,-68.09791,-38.18603
3533,PPC.RN.CB-223,TORD,-68.13968,-38.19095
3534,PPC.RN.CB-156,TORD,-68.10347,-38.18392
3535,PPC.RN.CB-224,TORD,-68.05617,-38.23184
3536,PPC.RN.CB-225,TORD,-68.11117,-38.22826
3537,PPC.RN.CB-157,TORD,-68.08234,-38.22132
3538,PPC.RN.CB-226,TORD,-68.10252,-38.15848
3539,PPC.RN.CB-227,TORD,-68.08696,-38.23698
3540,PPC.RN.CB-228,TORD,-68.10753,-38.21814
3541,PPC.RN.CB-229,TORD,-68.13639,-38.14356
3542,PPC.RN.CB-230,TORD,-68.04968,-38.24671
3543,PPC.RN.CB-231,TORD,-68.08741,-38.21797
3544,PPC.RN.CB-232,TORD,-68.10052,-38.24284
3545,PCR.Md.S-121,GNEU,-69.40438,-35.03761
3546,PCR.Md.S-114,GNEU,-69.40855,-35.03798
3547,PCR.Md.S-108,GNEU,-69.4119,-35.03959
3548,PCR.Md.S-109,GNEU,-69.41572,-35.03987
3550,PCR.Md.S-103,GNEU,-69.41878,-35.04182
3551,YPF.Md.N.S.a-13,GNEU,-69.41341,-35.04282
3552,PCR.Md.S-117,GNEU,-69.4062,-35.04043
3553,PCR.Md.S-119,GNEU,-69.40265,-35.04169
3554,PCR.Md.S-107,GNEU,-69.40576,-35.04345
3555,PCR.Md.S-110,GNEU,-69.41233,-35.0457
3557,PPC.RN.CB-233,TORD,-68.13221,-38.17209
3558,YPF.Md.S-36,GNEU,-69.4086,-35.04545
3559,PPC.RN.CB-234,TORD,-68.05224,-38.25173
3560,YPF.Md.N.S.a-31,GNEU,-69.39875,-35.04891
3561,PPC.RN.CB-235,TORD,-68.10281,-38.23066
3562,PCR.Md.S-104,LONC,-69.39997,-35.04576
3563,PCR.Md.S-131,GNEU,-69.40721,-35.04839
3565,PPC.RN.CB-236,TORD,-68.10737,-38.24259
3566,PEL.RN.CB-237,QTUC,-68.08577,-38.20231
3567,YPF.Md.N.S.a-6,LONC,-69.40367,-35.04712
3569,YPF.Md.N.S.a-8,GNEU,-69.39373,-35.05778
3570,YPF.Md.N.S.a-34,GNEU,-69.38451,-35.05633
3571,PEL.RN.CB-238,TORD,-68.10313,-38.16915
3572,PCR.Md.S-101,LONC,-69.37918,-35.05858
3573,PCR.Md.S-122,LONC,-69.37567,-35.0598
3574,PEL.RN.CB-239,TORD,-68.09731,-38.24202
3575,PEL.RN.CB-240,TORD,-68.10506,-38.23973
3576,YPF.Md.N.S.a-14,GNEU,-69.37668,-35.06257
3579,PCR.Md.S-106,LONC,-69.37295,-35.06188
3580,OXY.CH.Z.x-1,CORI,-68.807581,-45.668697
3581,YPF.Md.S-35,LONC,-69.37183,-35.06455
3585,PCR.Md.S-132,GNEU,-69.42321,-35.02908
3586,PCR.Md.S-132,LONC,-69.42321,-35.02908
3587,YPF.Md.N.S.a-14,LONC,-69.37668,-35.06257
3588,YPF.Md.N.S.a-8,LONC,-69.39373,-35.05778
3589,PCR.Md.S-144,AGRI,-69.47597,-35.029
3594,PEL.RN.CB-241,TORD,-68.12222,-38.16131
3595,PCR.Md.S-145,AGRI,-69.52023,-34.96901
3596,PEL.RN.CB-242,TORD,-68.04435,-38.24673
3597,PEL.RN.CB-243,TORD,-68.11073,-38.23761
3598,PEL.RN.CB-244,TORD,-68.03946,-38.23751
3599,PCR.Md.S-150,AGRI,-69.51044,-34.97315
3600,PEL.RN.CB-245,TORD,-68.11444,-38.21407
3601,PEL.RN.CB-246,TORD,-68.06863,-38.21264
3602,PEL.RN.CB.a-247,QTUC,-68.07403,-38.26941
3603,PEL.RN.CB-248,TORD,-68.09038,-38.24447
3604,PEL.RN.CB-249,TORD,-68.07226,-38.21033
3605,PEL.RN.CB-250,TORD,-68.04862,-38.24932
3606,PCR.Md.S-147,AGRI,-69.50693,-34.97844
3608,PEL.RN.CB-251,TORD,-68.03945,-38.24155
3609,PEL.RN.CB-252,TORD,-68.12911,-38.16117
3610,PEL.RN.CB-253,TORD,-68.06595,-38.21556
3611,PEL.RN.CB-254,TORD,-68.10764,-38.22102
3612,PCR.Md.S-148,GNEU,-69.48885,-34.99167
3613,YPF.Md.N.S.a-23,PIRC,-69.48568,-34.97817
3615,PEL.RN.CB-255,TORD,-68.06976,-38.22611
3617,PEL.RN.CB-256,TORD,-68.09227,-38.23984
3618,YPF.Md.NSN.e-2,GNEU,-69.50277,-34.96604
3619,PEL.RN.CB-257,TORD,-68.11538,-38.16123
3620,YPF.Md.NSN.e-2,PIRC,-69.50277,-34.96604
3621,PEL.RN.CB-258,TORD,-68.11531,-38.16494
3622,YPF.Md.NSN.e-2,HUIT,-69.50277,-34.96604
3623,PEL.RN.CB-259,TORD,-68.13483,-38.14621
3624,PEL.RN.CB-260,TORD,-68.07391,-38.20744
3626,PEL.RN.CB-262,TORD,-68.08211,-38.23992
3627,YPF.Md.NSN.e-4,HUIT,-69.50712,-34.95441
3628,PEL.RN.CB-263,TORD,-68.07547,-38.20467
3629,PCR.Md.S-120,HUIT,-69.49435,-34.97213
3630,PEL.RN.CB-264,TORD,-68.10859,-38.15493
3631,PCR.Md.S-138,GNEU,-69.48944,-34.97222
3632,PEL.RN.CB-265,TORD,-68.07052,-38.21553
3633,PEL.RN.CB-266,TORD,-68.11211,-38.15056
3634,PCR.Md.S-105,GNEU,-69.36786,-35.06391
3635,PCR.Md.S-105,LONC,-69.36786,-35.06391
3636,PPC.Nq.EC.x-1,QTUC,-68.42663,-37.90189
3637,PPC.Nq.EC-1A,GNEU,-68.42285,-37.92465
3638,PPC.Nq.EC-2,TORD,-68.44037,-37.87348
3639,PPC.Nq.EC-3,QTUC,-68.43234,-37.89795
3640,PPC.Nq.EC-4,VMUT,-68.45239,-37.95417
3641,PPC.Nq.EC-5,QTUC,-68.41511,-37.89308
3642,PPC.Nq.EC-6,QTUC,-68.42882,-37.91191
3643,PPC.Nq.EC-7,QTUC,-68.43574,-37.88427
3644,PPC.Nq.EC-8,TORD,-68.42523,-37.93539
3645,PPC.Nq.EC-9,QTUC,-68.40498,-37.90718
3647,PPC.Nq.EC-10,TORD,-68.43184,-37.96344
3648,PPC.Nq.EC-11,VMUT,-68.44691,-37.89793
3649,PPC.Nq.EC-12,QTUC,-68.42211,-37.89531
3650,PPC.Nq.EC-13,QTUC,-68.42852,-37.90676
3651,PPC.Nq.EC-14,QTUC,-68.43161,-37.88957
3652,PPC.Nq.EC-15,QTUC,-68.41535,-37.90252
3653,PPC.Nq.EC-16,QTUC,-68.43946,-37.88897
3654,PPC.Nq.EC-17,QTUC,-68.42321,-37.88971
3655,PPC.Nq.EC-18,QTUC,-68.41874,-37.90743
3656,PPC.Nq.EC-19,QTUC,-68.43629,-37.90184
3657,PPC.Nq.EC-20,QTUC,-68.42872,-37.89559
3658,PPC.Nq.EC-21,QTUC,-68.41995,-37.91185
3659,PPC.Nq.EC-22,QTUC,-68.44302,-37.88351
3660,PPC.Nq.EC-23,QTUC,-68.42767,-37.88522
3661,PPC.Nq.EC-24,QTUC,-68.43805,-37.89482
3662,PPC.Nq.EC-25,QTUC,-68.43123,-37.87938
3663,PPC.Nq.EC-26,QTUC,-68.41154,-37.89749
3664,PPC.Nq.EC.a-27,QTUC,-68.46779,-37.93271
3665,PPC.Nq.EC-28,QTUC,-68.43501,-37.90724
3666,PPC.Nq.EC-29,QTUC,-68.42096,-37.88447
3667,PPC.Nq.EC-30,QTUC,-68.43678,-37.91184
3668,PPC.Nq.EC-31,QTUC,-68.44118,-37.91646
3669,PPC.Nq.EC-32,QTUC,-68.41504,-37.88754
3670,PC.Nq.EC.xp-33,QTUC,-68.40933,-37.89051
3671,PPC.Nq.EC-34,QTUC,-68.41557,-37.88303
3672,PPC.Nq.EC-35,QTUC,-68.42514,-37.88121
3673,PPC.Nq.EC-36,QTUC,-68.42056,-37.89986
3674,PEL.Nq.EC-37,QTUC,-68.43434,-37.89272
3675,PEL.Nq.EC-38,QTUC,-68.42651,-37.87679
3676,PEL.Nq.EC-40,QTUC,-68.43887,-37.90524
3677,PEL.Nq.EC-41,QTUC,-68.41981,-37.88025
3678,PCR.Md.S-133,GNEU,-69.40231,-35.05007
3679,YPF.MS.S.a-4,FIMP,-69.41743,-35.02288
3680,YPF.Nq.EL.x-1,QTUC,-68.32858,-38.01777
3681,YPF.Md.S-33,LONC,-69.39445,-35.04633
3682,PPC.Nq.EL.x-1,TORD,-68.28791,-38.04365
3683,PCR.Md.S-102,GNEU,-69.40935,-35.04215
3684,PPC.Nq.EL-1A,GNEU,-68.36711,-38.00735
3685,YPF.Md.S.a-11,GNEU,-69.39363,-35.05068
3687,YPF.Md.N.S.a-15,HUIT,-69.48779,-35.02064
4088,PPC.Nq.EL.a-1,PROS,-68.28791,-38.04365
4089,YPF.Nq.EL-2,QTUC,-68.30967,-38.04351
4367,PPC.Nq.EL.a-2,PROS,-68.29537,-38.02641
4483,YPF.Nq.EL-3,TORD,-68.33391,-38.02113
4484,PPC.Nq.EL-3,PROS,-68.29478,-38.01649
5710,PPC.Nq.EL-4,PROS,-68.28437,-38.03282
5711,PPC.Nq.EL-5,QTUC,-68.33182,-38.00789
5712,PPC.Nq.EL-5,PROS,-68.31563,-38.00283
